dataset,Chlorophyll_Sensor,Citation,Depth,ENA_BASE_COUNT,ENA_CHECKLIST,ENA_FASTQ_FILES,ENA_SAMPLE,ENA_SAMPLE_BASE_COUNT,ENA_SAMPLE_SPOT_COUNT,ENA_SPOT_COUNT,ENA_STUDY,ENA_SUBMISSION,Environment__Biome_,Environment__Feature_,Environment__Material_,Environmental_Package,Event_Date_Time_End,Event_Date_Time_Start,Event_Label,Further_Details,Last_Update_Date,Latitude_End,Latitude_Start,Longitude_End,Longitude_Start,Marine_Region,Nitrate_Sensor,Oxygen_Sensor,Project_Name,Protocol_Label,Salinity_Sensor,Sample_Collection_Device,Sample_Status,Sampling_Campaign,Sampling_Platform,Station,Size_Fraction_Lower_Threshold,Size_Fraction_Upper_Threshold,Temperature,Region,fraction
ERR315860,0.0599,tbd,55,7753072838,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR315860,ERS477998,15798071834,73975208,36515588,ERP001736,ERA242034,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-11-18T15:46Z,2009-11-18T13:50Z,TARA_20091118T1240Z_023_EVENT_PUMP,tbd,2014-05-01Z,42.1659,42.1735,17.7285,17.7252,"(search radius=5 degree) Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)",99999.0,224.786708,Tara Oceans,BACT_NUC-DNA(100L)_W0.22-1.6,38.472729,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version is NOT FINAL but can be used to provide data discovery services,TARA_20091111Z,SV Tara,TARA_023,0.22,1.6,15.194061999999999,MS,BACT
ERR315863,0.01585,tbd,5,16030047281,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR315863,ERS478017,47616040210,239720586,81462943,ERP001736,ERA242034,marine biome (ENVO:00000447),surface water (ENVO:00002042) layer,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-12-15T13:30Z,2009-12-15T10:41Z,TARA_20091215T1041Z_030_EVENT_PUMP,tbd,2014-05-01Z,33.9203,33.9179,32.8411,32.898,(search radius=5 degree) Marine Ecoregion:Levantine Sea (MRGID:21895),-0.447961,207.738375,Tara Oceans,BACT_NUC-DNA(100L)_W0.22-1.6,39.42520800000001,PUMP (High Volume Peristaltic Pump),This version is NOT FINAL but can be used to provide data discovery services,TARA_20091214Z,SV Tara,TARA_030,0.22,1.6,20.460612,MS,BACT
ERR315862,0.01585,tbd,5,31403376810,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR315862,ERS478017,47616040210,239720586,157929848,ERP001736,ERA242034,marine biome (ENVO:00000447),surface water (ENVO:00002042) layer,"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)",water,2009-12-15T13:30Z,2009-12-15T10:41Z,TARA_20091215T1041Z_030_EVENT_PUMP,tbd,2014-05-01Z,33.9203,33.9179,32.8411,32.898,(search radius=5 degree) Marine Ecoregion:Levantine Sea (MRGID:21895),-0.447961,207.738375,Tara Oceans,BACT_NUC-DNA(100L)_W0.22-1.6,39.42520800000001,PUMP (High Volume Peristaltic Pump),This version is NOT FINAL but can be used to provide data discovery services,TARA_20091214Z,SV Tara,TARA_030,0.22,1.6,20.460612,MS,BACT
ERR594392,0.162993,tbd,5,9324189434,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594392,ERS489943,9324189434,48271080,48271080,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-07-07T07:45,2010-07-07T04:48,TARA_20100707T0448Z_064_EVENT_PUMP,tbd,2014-05-01Z,-29.5023,-29.5019,37.9965,37.9889,n/a,99999.0,210.00775,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,35.334717,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100624Z,SV Tara,TARA_064,<,0.22,22.16556700000001,IO,VIRUS
ERR594393,0.0,tbd,5,9887750436,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594393,ERS488589,9887750436,50756575,50756575,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-11T11:00,2010-01-11T07:21,TARA_20100111T0721Z_032_EVENT_PUMP,tbd,2014-05-01Z,23.4017,23.36,37.2183,37.2183,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)""",-0.5419189999999999,188.416583,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,39.74725,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_032,<,0.22,25.824382999999997,RS,VIRUS
ERR594390,0.18140599999999998,tbd,60,7977989543,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594390,ERS488701,7977989543,40848755,40848755,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-20T13:43,2010-01-20T11:50,TARA_20100120T1150Z_034_EVENT_PUMP,tbd,2014-05-01Z,18.49,18.4417,39.8483,39.8567,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)""",0.08645,175.384083,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,38.916583,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_034,<,0.22,27.589917,RS,VIRUS
ERR594391,0.201517,tbd,5,8587562971,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594391,ERS490285,8587562971,44816720,44816720,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-09-14T08:15,2010-09-14T06:55,TARA_20100914T0655Z_068_EVENT_PUMP,tbd,2014-05-01Z,-31.0263,-31.0266,4.6977,4.665,n/a,99999.0,231.91483300000002,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,35.68685,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100905Z,SV Tara,TARA_068,<,0.22,16.832058,SAO,VIRUS
ERR594396,0.12184500000000001,tbd,5,10151737699,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594396,ERS488499,10151737699,52114733,52114733,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-11-23T11:18,2009-11-23T09:12,TARA_20091123T0912Z_025_EVENT_PUMP,tbd,2014-05-01Z,39.3599,39.3888,19.4084,19.3905,"""(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)""",99999.0,218.01683300000002,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,38.182916999999996,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20091122Z,SV Tara,TARA_025,<,0.22,18.342533,MS,VIRUS
ERR594397,0.17638,tbd,25,4403319323,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594397,ERS488929,8766294338,45416113,22849313,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-18T12:32,2010-03-18T11:33,TARA_20100318T1133Z_039_EVENT_PUMP,tbd,2014-05-01Z,18.5679,18.5839,66.4581,66.4727,n/a,-0.611888,192.95875,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,36.332316999999996,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_039,<,0.22,26.812225,IO,VIRUS
ERR594394,0.394226,tbd,75,9055028459,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594394,ERS489603,9055028459,46496880,46496880,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-05-17T13:50,2010-05-17T11:42,TARA_20100517T1142Z_052_EVENT_PUMP,tbd,2014-05-01Z,-16.9675,-16.9534,53.9199,53.9601,(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029),0.244232,192.55925,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,34.910755,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100515Z,SV Tara,TARA_052,<,0.22,24.89426,IO,VIRUS
ERR594395,1.551493,tbd,5,4238805649,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594395,ERS490204,8509424692,43972034,21885013,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-09-07T07:44,2010-09-07T06:19,TARA_20100907T0619Z_067_EVENT_PUMP,tbd,2014-05-01Z,-32.1,-32.2401,17.7,17.7103,"""(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806), Marine Ecoregion:Namaqua (MRGID:21832)""",0.405607,249.351417,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,34.845292,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100905Z,SV Tara,TARA_067,<,0.22,12.83445,SAO,VIRUS
ERR594398,0.006723999999999999,tbd,5,5144487385,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594398,ERS489113,9634818792,49556238,26482646,ERP003708,ERA356219,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-04-04T06:33,2010-04-04T02:47,TARA_20100404T0247Z_042_EVENT_PUMP,tbd,2014-05-01Z,6.0124,6.0001,73.8985,73.8955,"""(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)""",-1.47882,189.25475,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,34.56155,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100327Z,SV Tara,TARA_042,<,0.22,29.980283,IO,VIRUS
ERR594399,0.6047520000000001,tbd,25,4569495503,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594399,ERS488836,9090103405,47121439,23707953,ERP003708,ERA356219,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-15T12:46,2010-03-15T11:18,TARA_20100315T1118Z_038_EVENT_PUMP,tbd,2014-05-01Z,19.0108,19.0284,64.532,64.5126,n/a,1.230122,154.699917,Tara Oceans expedition (2009-2013),VIRUS_NUC-Fe_W<-0.22,99999.0,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_038,<,0.22,25.494408,IO,VIRUS
ERR599096,0.0,tbd,600,9780355574,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599096,ERS492680,39633639859,199358619,49291121,ERP001736,ERA357871,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-07-28T03:26,2011-07-27T19:28:43,TARA_20110727T1932Z_122_Combined-EVENTS_CAST,tbd,2014-05-01Z,-8.978,-8.9729,-139.2432,-139.2393,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",42.53205,38.115125,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.580675,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_122,0.22,3.0,7.212238,SPO,BACT
ERR599097,0.224444,tbd,80,32976603710,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599097,ERS488599,38952369772,197011370,167058316,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-01-11T15:20,2010-01-11T14:17,TARA_20100111T1417Z_032_EVENT_PUMP,tbd,2014-05-01Z,23.4217,23.4183,37.2517,37.245,"""(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)""",1.201064,179.968,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,40.196433,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20100108Z,SV Tara,TARA_032,0.22,1.6,26.050367,RS,BACT
ERR599094,0.201016,tbd,50,32476946351,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599094,ERS488509,38251965719,193313908,164146857,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-11-23T16:06,2009-11-23T13:52,TARA_20091123T1352Z_025_EVENT_PUMP,tbd,2014-05-01Z,39.3757,39.3991,19.4167,19.3997,"""(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)""",99999.0,229.54768199999998,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,38.475705,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20091122Z,SV Tara,TARA_025,0.22,1.6,15.161276999999998,MS,BACT
ERR599095,0.09062100000000001,tbd,40,40585302868,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599095,ERS487936,46805953681,238146548,207091837,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-09-15T18:45,2009-09-15T18:00,TARA_20090915T1800Z_004_EVENT_PUMP,tbd,2014-05-01Z,35.5571,36.5533,-6.5586,-6.5669,(search radius=5 degrees) Marine Ecoregion:Alboran Sea (MRGID:3324),99999.0,99999.0,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,36.63313,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20090913Z,SV Tara,TARA_004,0.22,1.6,20.408907,NAO,BACT
ERR599092,0.132494,tbd,60,33728405941,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599092,ERS488346,40611660735,204010591,169336043,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2009-11-02T15:56,2009-11-02T14:07,TARA_20091102T1407Z_018_EVENT_PUMP,tbd,2014-05-01Z,35.75930000000001,35.7528,14.3453,14.2765,"""(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)""",99999.0,237.8893,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-1.6,37.89241,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20091031Z,SV Tara,TARA_018,0.22,1.6,18.368389999999998,MS,BACT
ERR599093,0.013449000000000001,tbd,5,16288631213,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599093,ERS491699,25095284047,126571370,82380100,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-04-03T16:35,2011-04-03T13:44,TARA_20110403T1344Z_098_EVENT_PUMP,tbd,2014-05-01Z,-25.8126,-25.8051,-111.7386,-111.7202,"""(search radius=5 degrees) Marine Province:Easter Island (MRGID:15120), Marine Ecoregion:Easter Island (MRGID:15120)""",-1.567491,200.538167,Tara Oceans expedition (2009-2013),BACT_NUC-DNA(100L)_W0.22-3,36.402683,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20110401Z,SV Tara,TARA_098,0.22,3.0,25.14875,SPO,BACT
ERR599090,0.065273,tbd,5,31916527125,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599090,ERS491044,39474890637,200850545,163038595,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-01-06T12:30,2011-01-06T10:38,TARA_20110106T1038Z_085_EVENT_PUMP,tbd,2014-05-01Z,-62.1363,-62.0385,-49.3331,-49.528999999999996,"""(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)""",27.501159,343.4373,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,34.35388,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20101231Z,SV Tara,TARA_085,0.22,3.0,0.67108,SO,BACT
ERR599091,0.233673,tbd,5,8134045183,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599091,ERS492888,32798923827,164252574,40691545,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-08-08T19:54,2011-08-08T17:33,TARA_20110808T1733Z_125_EVENT_PUMP,tbd,2014-05-01Z,-8.894999999999998,-8.911099999999998,-142.6228,-142.5571,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",4.985942,187.30283300000002,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,35.42773300000001,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_125,0.22,3.0,26.780158,SPO,BACT
ERR599098,0.176565,tbd,5,5795959196,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599098,ERS489529,40175716847,202283992,29188354,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-05-17T07:40,2010-05-17T04:10,TARA_20100517T0410Z_052_EVENT_PUMP,tbd,2014-05-01Z,-17.2387,-16.957,53.9775,53.9801,(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029),99999.0,191.68,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-1.6,34.566666999999995,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20100515Z,SV Tara,TARA_052,0.22,1.6,27.8684,IO,BACT
ERR599099,99999.0,tbd,40,9662381171,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR599099,ERS493670,38426096650,192535521,48399126,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-12-02T22:01,2011-12-02T20:42,TARA_20111202T2042Z_137_EVENT_PUMP,tbd,2014-05-01Z,14.2016,14.2075,-116.696,-116.6468,(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973),99999.0,99999.0,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,99999.0,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20111124Z,SV Tara,TARA_137,0.22,3.0,99999.0,NPO,BACT
ERR594345,0.005649,tbd,600,38080486116,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR594345,ERS488773,53806509316,266368858,188517258,ERP001737,ERA356217,marine biome (ENVO:00000447),mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2010-03-13T14:25,2010-03-12T17:08:47,TARA_20100313T0507Z_037_Combined-EVENTS_CAST,tbd,2014-05-01Z,20.8188,20.8457,63.6158,63.5851,(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267),31.802451,1.63999,Tara Oceans expedition (2009-2013),GIRUS_NUC-dry_W0.1-0.22,35.69354600000001,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20100309Z,SV Tara,TARA_037,0.1,0.22,12.066048,IO,GIRUS
ERR598989,0.290611,tbd,5,36455260631,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598989,ERS493636,36455260631,185571189,185571189,ERP001736,ERA357871,marine biome (ENVO:00000447),surface water layer (ENVO:00002042),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-12-02T14:46,2011-12-02T14:12,TARA_20111202T1412Z_137_EVENT_PUMP,tbd,2014-05-01Z,14.2017,14.2035,-116.6336,-116.6261,(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973),3.241307,195.126917,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,33.884425,PUMP (High Volume Peristaltic Pump),This version can be used to provide data discovery services,TARA_20111124Z,SV Tara,TARA_137,0.22,3.0,26.4091,NPO,BACT
ERR598988,0.127609,tbd,120,9341549526,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598988,ERS492863,37199555018,185997522,46703465,ERP001736,ERA357871,marine biome (ENVO:00000447),marine epipelagic mixed layer (ENVO:xxxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-08-05T22:18,2011-08-05T17:31:19,TARA_20110805T1733Z_124_Combined-EVENTS_CAST,tbd,2014-05-01Z,-9.067,-9.0714,-140.6346,-140.5973,"""(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)""",4.458677,175.895625,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,35.797875,ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles,This version can be used to provide data discovery services,TARA_20110726Z,SV Tara,TARA_124,0.22,3.0,25.221787,SPO,BACT
ERR598987,99999.0,tbd,40,9505287780,ERC000030,http://www.ebi.ac.uk/ena/data/view/reports/sra/fastq_files/ERR598987,ERS493670,38426096650,192535521,47664457,ERP001736,ERA357871,marine biome (ENVO:00000447),deep chlorophyll maximum layer (ENVO:xxxxxxxx),"""saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)""",water,2011-12-02T22:01,2011-12-02T20:42,TARA_20111202T2042Z_137_EVENT_PUMP,tbd,2014-05-01Z,14.2016,14.2075,-116.696,-116.6468,(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973),99999.0,99999.0,Tara Oceans expedition (2009-2013),BACT_NUC-RNA(10L-or-10min)_W0.22-3,99999.0,PUMP (High Volume Peristaltic Pump) with ECOTriplet,This version can be used to provide data discovery services,TARA_20111124Z,SV Tara,TARA_137,0.22,3.0,99999.0,NPO,BACT
